subject,tag,file,lineno,NOC,PAR,NOO
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_slsqp.py,298,14,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_slsqp.py,299,18,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_slsqp.py,305,18,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,39,26,1,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,40,17,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,41,19,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,43,23,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,44,23,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,45,23,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,56,14,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_zeros.py,57,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test__spectral.py,90,20,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\bsplines.py,70,26,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\signaltools.py,946,24,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_filter_design.py,422,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_filter_design.py,541,20,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_filter_design.py,542,21,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_filter_design.py,543,23,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_signaltools.py,601,22,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_signaltools.py,615,32,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_signaltools.py,616,32,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_signaltools.py,629,22,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_signaltools.py,643,32,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_signaltools.py,644,32,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_spectral.py,311,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_spectral.py,318,38,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_spectral.py,325,38,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_spectral.py,575,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_spectral.py,582,38,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_spectral.py,589,38,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_wavelets.py,113,23,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\signal\tests\test_wavelets.py,129,24,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\compressed.py,561,25,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\compressed.py,564,25,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,434,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,444,30,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,458,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,461,32,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,473,27,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,487,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,635,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,645,30,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,666,31,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,668,31,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,670,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\arpack.py,676,29,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\tests\test_arpack.py,794,26,0,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\tests\test_arpack.py,796,24,0,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\tests\test_arpack.py,798,26,0,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\eigen\arpack\tests\test_arpack.py,802,36,0,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\isolve\tests\test_iterative.py,341,30,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,38,19,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,39,28,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,40,19,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,106,12,0,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,107,13,0,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,123,12,0,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,124,13,0,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\linalg\tests\test_interface.py,233,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\tests\test_construct.py,391,18,0,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\tests\test_construct.py,392,21,0,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\spatial\distance.py,1335,27,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\spatial\distance.py,1346,29,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\spatial\distance.py,2207,27,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\spatial\distance.py,2209,26,2,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\spatial\distance.py,2223,29,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\generate_ufuncs.py,741,24,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\generate_ufuncs.py,894,14,1,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,141,19,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,162,18,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,294,35,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,366,31,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,421,25,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,422,33,1,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,444,30,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,450,35,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,506,17,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,507,26,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,576,15,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,577,24,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,617,22,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,618,20,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,964,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,970,25,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1025,15,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1026,18,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1053,27,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1059,29,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1112,15,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1191,29,1,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1194,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1200,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1320,35,1,11
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1324,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1387,29,1,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1392,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1540,15,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1588,11,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1589,26,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1640,21,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1643,29,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\orthogonal.py,1648,29,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_basic.py,1500,25,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_basic.py,1515,34,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_basic.py,2330,21,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_data.py,385,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_data.py,386,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_data.py,387,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_data.py,388,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_data.py,411,28,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_data.py,412,28,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,191,30,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,193,31,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,281,33,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,454,30,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,456,28,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,636,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,640,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,645,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,651,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,651,37,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,655,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,655,37,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,660,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,660,37,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,666,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,666,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,670,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,670,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,675,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,675,24,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,681,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,681,37,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,685,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,685,37,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,690,21,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,690,37,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,696,33,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,701,33,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,705,36,1,10
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,717,25,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,735,25,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,765,25,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,795,25,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,807,25,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,830,32,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,866,36,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,877,34,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,888,34,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,994,28,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1018,27,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1025,27,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1032,27,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1039,21,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1044,21,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1049,22,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1054,22,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1068,25,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1181,35,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1195,29,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1314,33,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1324,36,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1329,31,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1330,35,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1340,36,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1346,36,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_mpmath.py,1484,36,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,292,35,1,13
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,293,29,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,299,33,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,300,35,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,301,31,1,11
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,364,34,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,493,32,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,495,29,1,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,699,32,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\special\tests\test_orthogonal.py,701,29,1,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\kde.py,479,16,0,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\kde.py,482,28,0,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\morestats.py,1654,27,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\morestats.py,1656,25,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\morestats.py,1660,25,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\morestats.py,1837,27,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\morestats.py,1839,25,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\morestats.py,1842,25,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\stats.py,1042,26,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\stats.py,3019,19,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,1342,23,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,1606,18,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,1637,19,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,1741,22,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,1798,30,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,2470,21,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_continuous_distns.py,2471,36,1,11
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\_distn_infrastructure.py,707,14,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\common_tests.py,36,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\common_tests.py,64,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\common_tests.py,71,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\common_tests.py,78,25,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\common_tests.py,87,25,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1450,21,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1453,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1458,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1461,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1467,35,1,11
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1471,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1476,11,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_distributions.py,1480,9,1,1
